SiteID, 17152.0,Site Timezone,-6.0,Data Timezone,-6.0
Longitude, -95.205444
Latitude, 35.03545
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2011,11,26,15,5,12.244,9.382
2011,11,26,15,10,11.953,9.281
2011,11,26,15,15,12.569,9.498
2011,11,26,15,20,12.949,9.687
2011,11,26,15,25,13.139000000000001,9.781
2011,11,26,15,30,13.089,9.757
2011,11,26,15,35,12.701,9.565
2011,11,26,15,40,11.866,9.253
2011,11,26,15,45,11.435,9.104000000000001
2011,11,26,15,50,12.056000000000001,9.321
2011,11,26,15,55,12.593,9.513
2011,11,26,16,0,13.01,9.72
2011,11,26,16,5,14.128,10.276
2011,11,26,16,10,14.521,10.471
2011,11,26,16,15,14.508000000000001,10.465
2011,11,26,16,20,14.459,10.44
2011,11,26,16,25,14.226,10.324
2011,11,26,16,30,13.906,10.166
2011,11,26,16,35,13.586,10.007
2011,11,26,16,40,13.285,9.858
2011,11,26,16,45,12.983,9.708
2011,11,26,16,50,12.879,9.656
2011,11,26,16,55,13.124,9.778
2011,11,26,17,0,13.543000000000001,9.986
2011,11,26,17,5,14.103,10.263
2011,11,26,17,10,14.798,10.672
2011,11,26,17,15,15.264000000000001,11.17
2011,11,26,17,20,15.66,11.591000000000001
2011,11,26,17,25,15.813,12.058
2011,11,26,17,30,15.941,12.47
2011,11,26,17,35,16.0,12.778
2011,11,26,17,40,16.0,12.995000000000001
2011,11,26,17,45,16.0,13.059000000000001
2011,11,26,17,50,16.0,12.915000000000001
2011,11,26,17,55,16.0,12.741
2011,11,26,18,0,16.0,12.735
2011,11,26,18,5,16.0,12.97
2011,11,26,18,10,16.0,13.175
2011,11,26,18,15,16.0,13.16
2011,11,26,18,20,16.0,12.943
2011,11,26,18,25,15.992,12.626
2011,11,26,18,30,15.902000000000001,12.333
2011,11,26,18,35,15.883000000000001,12.272
2011,11,26,18,40,15.904,12.339
2011,11,26,18,45,15.953000000000001,12.495000000000001
2011,11,26,18,50,16.0,12.833
2011,11,26,18,55,16.0,13.029
2011,11,26,19,0,16.0,12.852
2011,11,26,19,5,16.0,12.766
2011,11,26,19,10,16.0,12.781
2011,11,26,19,15,16.0,12.858
2011,11,26,19,20,16.0,13.071
2011,11,26,19,25,16.0,13.23
2011,11,26,19,30,16.0,13.48
2011,11,26,19,35,16.0,13.734
2011,11,26,19,40,16.0,13.819
2011,11,26,19,45,16.0,13.822000000000001
2011,11,26,19,50,16.0,13.715
2011,11,26,19,55,16.0,13.401
2011,11,26,20,0,16.0,13.071
2011,11,26,20,5,15.934000000000001,12.421
2011,11,26,20,10,15.765,11.875
2011,11,26,20,15,15.705,11.68
2011,11,26,20,20,15.732000000000001,11.765
2011,11,26,20,25,15.791,11.957
2011,11,26,20,30,15.831,12.086
2011,11,26,20,35,15.862,12.186
2011,11,26,20,40,15.89,12.275
2011,11,26,20,45,15.932,12.409
2011,11,26,20,50,15.974,12.543000000000001
2011,11,26,20,55,15.981,12.568
2011,11,26,21,0,15.941,12.436
2011,11,26,21,5,15.859,12.171
2011,11,26,21,10,15.758000000000001,11.847
2011,11,26,21,15,15.539,11.429
2011,11,26,21,20,15.098,10.959
2011,11,26,21,25,14.726,10.563
2011,11,26,21,30,14.200000000000001,10.279
2011,11,26,21,35,13.917,10.138
2011,11,26,21,40,13.937000000000001,10.148
2011,11,26,21,45,13.851,10.105
2011,11,26,21,50,14.166,10.26
2011,11,26,21,55,14.751,10.587
2011,11,26,22,0,14.771,10.608
2011,11,26,22,5,14.72,10.553
2011,11,26,22,10,14.804,10.642
2011,11,26,22,15,14.724,10.556000000000001
2011,11,26,22,20,14.234,10.291
2011,11,26,22,25,14.186,10.266
2011,11,26,22,30,14.734,10.566
2011,11,26,22,35,15.195,11.054
2011,11,26,22,40,15.382,11.252
2011,11,26,22,45,15.216000000000001,11.075000000000001
2011,11,26,22,50,14.746,10.575000000000001
2011,11,26,22,55,14.836,10.67
2011,11,26,23,0,15.667,11.552
2011,11,26,23,5,15.817,12.022
2011,11,26,23,10,15.813,12.006
2011,11,26,23,15,16.0,12.882
2011,11,26,23,20,16.0,14.164
2011,11,26,23,25,16.0,14.838000000000001
2011,11,26,23,30,16.0,15.314
2011,11,26,23,35,16.0,15.836
2011,11,26,23,40,16.0,15.732000000000001
2011,11,26,23,45,16.0,15.378
2011,11,26,23,50,16.0,14.905000000000001
2011,11,26,23,55,16.0,14.322000000000001
2011,11,27,0,0,16.0,13.599
2011,11,27,0,5,16.0,12.598
2011,11,27,0,10,15.701,11.631
2011,11,27,0,15,15.352,11.200000000000001
2011,11,27,0,20,15.411,11.262
2011,11,27,0,25,15.788,11.909
2011,11,27,0,30,16.0,12.897
2011,11,27,0,35,16.0,13.389000000000001
2011,11,27,0,40,16.0,13.624
2011,11,27,0,45,16.0,14.35
2011,11,27,0,50,16.0,15.543000000000001
2011,11,27,0,55,16.0,16.15
2011,11,27,1,0,16.0,16.074
2011,11,27,1,5,16.0,15.506
2011,11,27,1,10,16.0,14.307
2011,11,27,1,15,16.0,12.628
2011,11,27,1,20,15.137,10.956
2011,11,27,1,25,13.839,10.059000000000001
2011,11,27,1,30,14.431000000000001,10.349
2011,11,27,1,35,15.620000000000001,11.463000000000001
2011,11,27,1,40,15.972,12.476
2011,11,27,1,45,16.0,12.803
2011,11,27,1,50,16.0,13.166
2011,11,27,1,55,16.0,13.782
2011,11,27,2,0,16.0,14.014000000000001
2011,11,27,2,5,16.0,13.111
2011,11,27,2,10,15.801,11.92
2011,11,27,2,15,15.458,11.283
2011,11,27,2,20,15.457,11.28
2011,11,27,2,25,15.69,11.561
2011,11,27,2,30,15.732000000000001,11.695
2011,11,27,2,35,15.759,11.777000000000001
2011,11,27,2,40,15.805,11.924
2011,11,27,2,45,15.865,12.116
2011,11,27,2,50,15.917,12.281
2011,11,27,2,55,15.962,12.421
2011,11,27,3,0,16.0,12.586
2011,11,27,3,5,16.0,12.732000000000001
2011,11,27,3,10,16.0,12.876
2011,11,27,3,15,16.0,12.998000000000001
2011,11,27,3,20,16.0,13.117
2011,11,27,3,25,16.0,13.211
2011,11,27,3,30,16.0,13.016
2011,11,27,3,35,15.918000000000001,12.277000000000001
2011,11,27,3,40,15.452,11.258000000000001
2011,11,27,3,45,14.628,10.419
2011,11,27,3,50,14.189,10.202
2011,11,27,3,55,14.664,10.435
2011,11,27,4,0,14.959,10.734
2011,11,27,4,5,15.203000000000001,10.99
2011,11,27,4,10,15.526,11.329
2011,11,27,4,15,15.749,11.725
2011,11,27,4,20,15.841000000000001,12.018
2011,11,27,4,25,15.897,12.198
2011,11,27,4,30,15.906,12.226
2011,11,27,4,35,15.865,12.095
2011,11,27,4,40,15.738,11.689
2011,11,27,4,45,15.275,11.06
2011,11,27,4,50,14.738,10.492
2011,11,27,4,55,14.577,10.383000000000001
2011,11,27,5,0,14.988,10.755
2011,11,27,5,5,15.504,11.298
2011,11,27,5,10,15.686,11.518
2011,11,27,5,15,15.505,11.298
2011,11,27,5,20,15.317,11.1
2011,11,27,5,25,15.382,11.167
2011,11,27,5,30,15.667,11.466000000000001
2011,11,27,5,35,15.764000000000001,11.762
2011,11,27,5,40,15.818,11.933
2011,11,27,5,45,15.843,12.012
2011,11,27,5,50,15.845,12.018
2011,11,27,5,55,15.839,11.997
2011,11,27,6,0,15.841000000000001,12.003
2011,11,27,6,5,15.858,12.055
2011,11,27,6,10,15.845,12.012
2011,11,27,6,15,15.767,11.765
2011,11,27,6,20,15.521,11.304
2011,11,27,6,25,15.032,10.788
2011,11,27,6,30,14.801,10.544
2011,11,27,6,35,15.011000000000001,10.764
2011,11,27,6,40,15.409,11.182
2011,11,27,6,45,15.714,11.591000000000001
2011,11,27,6,50,15.804,11.878
2011,11,27,6,55,15.835,11.976
2011,11,27,7,0,15.781,11.805
2011,11,27,7,5,15.607000000000001,11.39
2011,11,27,7,10,15.103,10.859
2011,11,27,7,15,14.768,10.505
2011,11,27,7,20,14.731,10.465
2011,11,27,7,25,14.865,10.606
2011,11,27,7,30,14.991,10.737
2011,11,27,7,35,15.105,10.856
2011,11,27,7,40,15.239,10.996
2011,11,27,7,45,15.339,11.1
2011,11,27,7,50,15.415000000000001,11.179
2011,11,27,7,55,15.348,11.109
2011,11,27,8,0,15.172,10.923
2011,11,27,8,5,14.72,10.447000000000001
2011,11,27,8,10,14.726,10.453
2011,11,27,8,15,14.643,10.389
2011,11,27,8,20,14.593,10.364
2011,11,27,8,25,14.51,10.325000000000001
2011,11,27,8,30,14.73,10.459
2011,11,27,8,35,14.831,10.566
2011,11,27,8,40,14.631,10.386000000000001
2011,11,27,8,45,14.007,10.08
2011,11,27,8,50,14.087,10.120000000000001
2011,11,27,8,55,14.422,10.285
2011,11,27,9,0,14.733,10.465
2011,11,27,9,5,14.911,10.654
2011,11,27,9,10,15.044,10.794
2011,11,27,9,15,14.98,10.727
2011,11,27,9,20,14.944,10.691
2011,11,27,9,25,14.964,10.712
2011,11,27,9,30,14.975,10.724
2011,11,27,9,35,15.09,10.846
2011,11,27,9,40,15.176,10.938
2011,11,27,9,45,15.163,10.926
2011,11,27,9,50,15.154,10.916
2011,11,27,9,55,15.173,10.938
2011,11,27,10,0,15.173,10.938
2011,11,27,10,5,15.151,10.916
2011,11,27,10,10,15.113,10.877
2011,11,27,10,15,15.078000000000001,10.84
2011,11,27,10,20,15.074,10.837
2011,11,27,10,25,15.056000000000001,10.819
2011,11,27,10,30,14.997,10.758000000000001
2011,11,27,10,35,14.956,10.715
2011,11,27,10,40,14.871,10.626
2011,11,27,10,45,14.763,10.513
2011,11,27,10,50,14.69,10.437
2011,11,27,10,55,14.564,10.373
2011,11,27,11,0,14.512,10.349
2011,11,27,11,5,14.541,10.364
2011,11,27,11,10,14.484,10.336
2011,11,27,11,15,14.302,10.248
2011,11,27,11,20,14.195,10.196
2011,11,27,11,25,14.137,10.169
2011,11,27,11,30,14.142,10.172
2011,11,27,11,35,14.14,10.172
2011,11,27,11,40,14.108,10.156
2011,11,27,11,45,14.007,10.108
2011,11,27,11,50,13.912,10.062
2011,11,27,11,55,13.854000000000001,10.034
2011,11,27,12,0,13.822000000000001,10.019
2011,11,27,12,5,13.845,10.031
2011,11,27,12,10,13.944,10.08
2011,11,27,12,15,13.973,10.095
2011,11,27,12,20,13.885,10.053
2011,11,27,12,25,13.759,9.992
2011,11,27,12,30,13.627,9.927
2011,11,27,12,35,13.588000000000001,9.909
2011,11,27,12,40,13.642,9.937
2011,11,27,12,45,13.691,9.961
2011,11,27,12,50,13.708,9.97
2011,11,27,12,55,13.632,9.934000000000001
2011,11,27,13,0,13.512,9.876
2011,11,27,13,5,13.436,9.839
2011,11,27,13,10,13.441,9.842
2011,11,27,13,15,13.471,9.857
2011,11,27,13,20,13.525,9.885
2011,11,27,13,25,13.574,9.909
2011,11,27,13,30,13.572000000000001,9.909
2011,11,27,13,35,13.546000000000001,9.897
2011,11,27,13,40,13.482000000000001,9.866
2011,11,27,13,45,13.450000000000001,9.851
2011,11,27,13,50,13.473,9.863
2011,11,27,13,55,13.478,9.866
2011,11,27,14,0,13.428,9.842
2011,11,27,14,5,13.297,9.778
2011,11,27,14,10,13.128,9.695
2011,11,27,14,15,13.034,9.65
2011,11,27,14,20,13.008000000000001,9.637
2011,11,27,14,25,12.958,9.613
2011,11,27,14,30,12.845,9.558
2011,11,27,14,35,12.782,9.528
2011,11,27,14,40,12.781,9.528
2011,11,27,14,45,12.761000000000001,9.518
2011,11,27,14,50,12.655000000000001,9.467
2011,11,27,14,55,12.466000000000001,9.387
2011,11,27,15,0,12.252,9.314
2011,11,27,15,5,12.11,9.265
2011,11,27,15,10,12.091000000000001,9.259
2011,11,27,15,15,12.161,9.283
2011,11,27,15,20,12.125,9.271
2011,11,27,15,25,12.036,9.241
2011,11,27,15,30,11.903,9.195
2011,11,27,15,35,11.796,9.158
2011,11,27,15,40,11.822000000000001,9.167
2011,11,27,15,45,11.866,9.183
2011,11,27,15,50,11.725,9.134
2011,11,27,15,55,11.592,9.088000000000001
2011,11,27,16,0,11.494,9.055
2011,11,27,16,5,11.246,8.969
2011,11,27,16,10,11.069,8.908
2011,11,27,16,15,10.972,8.875
2011,11,27,16,20,10.344,8.658
2011,11,27,16,25,10.114,8.579
2011,11,27,16,30,10.07,8.563
2011,11,27,16,35,10.026,8.548
2011,11,27,16,40,9.841000000000001,8.484
2011,11,27,16,45,9.656,8.42
2011,11,27,16,50,9.869,8.493
2011,11,27,16,55,10.144,8.588000000000001
2011,11,27,17,0,10.428,8.686
2011,11,27,17,5,10.835,8.826
2011,11,27,17,10,11.049,8.899000000000001
2011,11,27,17,15,11.297,8.985
2011,11,27,17,20,11.714,9.128
2011,11,27,17,25,12.158,9.281
2011,11,27,17,30,12.433,9.376
2011,11,27,17,35,12.583,9.43
2011,11,27,17,40,12.732000000000001,9.504
2011,11,27,17,45,12.969,9.620000000000001
2011,11,27,17,50,13.317,9.791
2011,11,27,17,55,13.782,10.019
2011,11,27,18,0,14.266,10.257
2011,11,27,18,5,14.620000000000001,10.431000000000001
2011,11,27,18,10,14.627,10.434000000000001
2011,11,27,18,15,14.416,10.33
2011,11,27,18,20,14.143,10.196
2011,11,27,18,25,13.84,10.047
2011,11,27,18,30,13.506,9.882
2011,11,27,18,35,13.246,9.754
2011,11,27,18,40,13.005,9.635
2011,11,27,18,45,12.819,9.543000000000001
2011,11,27,18,50,12.72,9.494
2011,11,27,18,55,12.64,9.455
2011,11,27,19,0,12.646,9.458
2011,11,27,19,5,12.795,9.531
2011,11,27,19,10,12.981,9.622
2011,11,27,19,15,13.18,9.72
2011,11,27,19,20,13.391,9.824
2011,11,27,19,25,13.652000000000001,9.952
2011,11,27,19,30,14.006,10.126
2011,11,27,19,35,14.392,10.315
2011,11,27,19,40,14.739,10.516
2011,11,27,19,45,14.927,10.715
2011,11,27,19,50,15.1,10.898
2011,11,27,19,55,15.253,11.06
2011,11,27,20,0,15.398,11.212
2011,11,27,20,5,15.467,11.286
2011,11,27,20,10,15.442,11.258000000000001
2011,11,27,20,15,15.347,11.157
2011,11,27,20,20,15.246,11.051
2011,11,27,20,25,15.14,10.938
2011,11,27,20,30,15.019,10.809000000000001
2011,11,27,20,35,14.898,10.681000000000001
2011,11,27,20,40,14.772,10.547
2011,11,27,20,45,14.607000000000001,10.416
2011,11,27,20,50,14.397,10.312
2011,11,27,20,55,14.254,10.242
2011,11,27,21,0,14.204,10.217
2011,11,27,21,5,14.161,10.196
2011,11,27,21,10,14.069,10.15
2011,11,27,21,15,13.92,10.077
2011,11,27,21,20,13.691,9.964
2011,11,27,21,25,13.525,9.882
2011,11,27,21,30,13.452,9.845
2011,11,27,21,35,13.459,9.848
2011,11,27,21,40,13.553,9.894
2011,11,27,21,45,13.647,9.94
2011,11,27,21,50,13.715,9.973
2011,11,27,21,55,13.735,9.983
2011,11,27,22,0,13.686,9.958
2011,11,27,22,5,13.564,9.897
2011,11,27,22,10,13.404,9.818
2011,11,27,22,15,13.256,9.744
2011,11,27,22,20,13.164,9.699
2011,11,27,22,25,13.065,9.65
2011,11,27,22,30,12.979000000000001,9.607
2011,11,27,22,35,12.868,9.552
2011,11,27,22,40,12.758000000000001,9.497
2011,11,27,22,45,12.61,9.424
2011,11,27,22,50,12.44,9.357
2011,11,27,22,55,12.255,9.293000000000001
2011,11,27,23,0,12.115,9.244
2011,11,27,23,5,12.01,9.207
2011,11,27,23,10,11.878,9.162
2011,11,27,23,15,11.809000000000001,9.137
2011,11,27,23,20,11.801,9.134
2011,11,27,23,25,11.82,9.14
2011,11,27,23,30,11.821,9.14
2011,11,27,23,35,11.733,9.11
2011,11,27,23,40,11.477,9.021
2011,11,27,23,45,11.062,8.878
2011,11,27,23,50,10.639,8.731
2011,11,27,23,55,10.241,8.594
2011,11,28,0,0,9.924,8.484
2011,11,28,0,5,9.659,8.392
2011,11,28,0,10,9.376,8.295
2011,11,28,0,15,9.153,8.218
2011,11,28,0,20,8.967,8.154
2011,11,28,0,25,8.824,8.106
2011,11,28,0,30,8.754,8.081
2011,11,28,0,35,8.746,8.078
2011,11,28,0,40,8.737,8.075
2011,11,28,0,45,8.711,8.066
2011,11,28,0,50,8.594,8.026
2011,11,28,0,55,8.415000000000001,7.965
2011,11,28,1,0,8.281,7.9190000000000005
2011,11,28,1,5,8.146,7.873
2011,11,28,1,10,7.914000000000001,7.7940000000000005
2011,11,28,1,15,7.735,7.7330000000000005
2011,11,28,1,20,7.538,7.666
2011,11,28,1,25,7.3420000000000005,7.599
2011,11,28,1,30,7.172,7.541
2011,11,28,1,35,6.993,7.48
2011,11,28,1,40,6.868,7.437
2011,11,28,1,45,6.716,7.385
2011,11,28,1,50,6.6000000000000005,7.346
2011,11,28,1,55,6.492,7.309
2011,11,28,2,0,6.42,7.281000000000001
2011,11,28,2,5,6.335,7.245
2011,11,28,2,10,6.242,7.205
2011,11,28,2,15,6.178,7.178
2011,11,28,2,20,6.1290000000000004,7.156000000000001
2011,11,28,2,25,6.05,7.123
2011,11,28,2,30,6.001,7.101
2011,11,28,2,35,5.944,7.077
2011,11,28,2,40,5.809,7.019
2011,11,28,2,45,5.666,6.958
2011,11,28,2,50,5.5600000000000005,6.912
2011,11,28,2,55,5.453,6.8660000000000005
2011,11,28,3,0,5.346,6.821
2011,11,28,3,5,5.2330000000000005,6.772
2011,11,28,3,10,5.119,6.723
2011,11,28,3,15,4.9830000000000005,6.665
2011,11,28,3,20,4.862,6.613
2011,11,28,3,25,4.7700000000000005,6.573
2011,11,28,3,30,4.67,6.531
2011,11,28,3,35,4.585,6.494
2011,11,28,3,40,4.514,6.464
2011,11,28,3,45,4.421,6.424
2011,11,28,3,50,4.357,6.396
2011,11,28,3,55,4.3,6.372
2011,11,28,4,0,4.272,6.36
2011,11,28,4,5,4.2010000000000005,6.329
2011,11,28,4,10,4.166,6.314
2011,11,28,4,15,4.08,6.277
2011,11,28,4,20,3.988,6.235
2011,11,28,4,25,3.896,6.183
2011,11,28,4,30,3.7880000000000003,6.122
2011,11,28,4,35,3.653,6.045
2011,11,28,4,40,3.5020000000000002,5.96
2011,11,28,4,45,3.334,5.865
2011,11,28,4,50,3.166,5.771
2011,11,28,4,55,2.998,5.676
2011,11,28,5,0,2.836,5.585
2011,11,28,5,5,2.706,5.511
2011,11,28,5,10,2.587,5.444
2011,11,28,5,15,2.457,5.371
2011,11,28,5,20,2.327,5.298
2011,11,28,5,25,2.1750000000000003,5.212
2011,11,28,5,30,2.068,5.13
2011,11,28,5,35,1.968,5.051
2011,11,28,5,40,1.875,4.977
2011,11,28,5,45,1.7910000000000001,4.91
2011,11,28,5,50,1.699,4.837
2011,11,28,5,55,1.614,4.7700000000000005
2011,11,28,6,0,1.549,4.718
2011,11,28,6,5,1.491,4.672
2011,11,28,6,10,1.479,4.663
2011,11,28,6,15,1.445,4.636
2011,11,28,6,20,1.379,4.5840000000000005
2011,11,28,6,25,1.341,4.553
2011,11,28,6,30,1.33,4.5440000000000005
2011,11,28,6,35,1.307,4.526
2011,11,28,6,40,1.245,4.477
2011,11,28,6,45,1.195,4.437
2011,11,28,6,50,1.141,4.394
2011,11,28,6,55,1.072,4.34
2011,11,28,7,0,1.026,4.303
2011,11,28,7,5,0.964,4.2540000000000004
2011,11,28,7,10,0.907,4.208
2011,11,28,7,15,0.844,4.156
2011,11,28,7,20,0.806,4.105
2011,11,28,7,25,0.784,4.074
2011,11,28,7,30,0.77,4.056
2011,11,28,7,35,0.659,3.903
2011,11,28,7,40,0.592,3.8120000000000003
2011,11,28,7,45,0.542,3.744
2011,11,28,7,50,0.459,3.632
2011,11,28,7,55,0.392,3.54
2011,11,28,8,0,0.34800000000000003,3.479
2011,11,28,8,5,0.24,3.332
2011,11,28,8,10,0.085,3.113
2011,11,28,8,15,0.066,2.884
2011,11,28,8,20,0.046,2.64
2011,11,28,8,25,0.031,2.463
2011,11,28,8,30,0.019,2.31
2011,11,28,8,35,0.011,2.222
2011,11,28,8,40,0.009000000000000001,2.197
2011,11,28,8,45,0.007,2.176
2011,11,28,8,50,0.011,2.216
2011,11,28,8,55,0.013000000000000001,2.243
2011,11,28,9,0,0.015,2.27
2011,11,28,9,5,0.021,2.347
2011,11,28,9,10,0.026000000000000002,2.399
2011,11,28,9,15,0.029,2.438
2011,11,28,9,20,0.033,2.493
2011,11,28,9,25,0.037,2.539
2011,11,28,9,30,0.041,2.585
2011,11,28,9,35,0.048,2.67
2011,11,28,9,40,0.055,2.753
2011,11,28,9,45,0.059000000000000004,2.801
2011,11,28,9,50,0.065,2.878
2011,11,28,9,55,0.07200000000000001,2.957
2011,11,28,10,0,0.079,3.052
2011,11,28,10,5,0.106,3.158
2011,11,28,10,10,0.192,3.277
2011,11,28,10,15,0.279,3.396
2011,11,28,10,20,0.358,3.5060000000000002
2011,11,28,10,25,0.456,3.641
2011,11,28,10,30,0.56,3.7840000000000003
2011,11,28,10,35,0.669,3.934
2011,11,28,10,40,0.766,4.0680000000000005
2011,11,28,10,45,0.878,4.205
2011,11,28,10,50,1.035,4.33
2011,11,28,10,55,1.1300000000000001,4.407
2011,11,28,11,0,1.228,4.486
2011,11,28,11,5,1.304,4.547
2011,11,28,11,10,1.3920000000000001,4.617
2011,11,28,11,15,1.448,4.663
2011,11,28,11,20,1.444,4.66
2011,11,28,11,25,1.439,4.657
2011,11,28,11,30,1.412,4.635
2011,11,28,11,35,1.43,4.651
2011,11,28,11,40,1.472,4.684
2011,11,28,11,45,1.5210000000000001,4.724
2011,11,28,11,50,1.574,4.767
2011,11,28,11,55,1.619,4.803
2011,11,28,12,0,1.702,4.87
2011,11,28,12,5,1.7550000000000001,4.913
2011,11,28,12,10,1.7890000000000001,4.941
2011,11,28,12,15,1.819,4.965
2011,11,28,12,20,1.845,4.986
2011,11,28,12,25,1.845,4.986
2011,11,28,12,30,1.863,5.002
2011,11,28,12,35,1.8780000000000001,5.014
2011,11,28,12,40,1.885,5.0200000000000005
2011,11,28,12,45,1.899,5.032
2011,11,28,12,50,1.922,5.051
2011,11,28,12,55,1.9060000000000001,5.038
2011,11,28,13,0,1.8980000000000001,5.032
2011,11,28,13,5,1.931,5.0600000000000005
2011,11,28,13,10,1.969,5.09
2011,11,28,13,15,2.045,5.151
2011,11,28,13,20,2.124,5.215
2011,11,28,13,25,2.168,5.249
2011,11,28,13,30,2.259,5.301
2011,11,28,13,35,2.366,5.362
2011,11,28,13,40,2.473,5.423
2011,11,28,13,45,2.585,5.487
2011,11,28,13,50,2.6550000000000002,5.527
2011,11,28,13,55,2.708,5.557
2011,11,28,14,0,2.778,5.597
2011,11,28,14,5,2.858,5.643
2011,11,28,14,10,2.916,5.676
2011,11,28,14,15,2.953,5.697
2011,11,28,14,20,3.001,5.7250000000000005
2011,11,28,14,25,3.065,5.7620000000000005
2011,11,28,14,30,3.108,5.7860000000000005
2011,11,28,14,35,3.134,5.801
2011,11,28,14,40,3.193,5.835
2011,11,28,14,45,3.2520000000000002,5.868
2011,11,28,14,50,3.289,5.89
2011,11,28,14,55,3.3160000000000003,5.905
2011,11,28,15,0,3.353,5.926
2011,11,28,15,5,3.358,5.929
2011,11,28,15,10,3.39,5.948
2011,11,28,15,15,3.427,5.969
2011,11,28,15,20,3.465,5.99
2011,11,28,15,25,3.529,6.027
2011,11,28,15,30,3.5660000000000003,6.048
2011,11,28,15,35,3.615,6.0760000000000005
2011,11,28,15,40,3.652,6.097
2011,11,28,15,45,3.685,6.1160000000000005
2011,11,28,15,50,3.652,6.097
2011,11,28,15,55,3.604,6.07
2011,11,28,16,0,3.5340000000000003,6.03
2011,11,28,16,5,3.47,5.993
2011,11,28,16,10,3.416,5.963
2011,11,28,16,15,3.379,5.942
2011,11,28,16,20,3.616,6.0760000000000005
2011,11,28,16,25,3.7880000000000003,6.174
2011,11,28,16,30,3.906,6.2410000000000005
2011,11,28,16,35,4.114,6.344
2011,11,28,16,40,4.199,6.381
2011,11,28,16,45,4.178,6.372
2011,11,28,16,50,4.164,6.3660000000000005
2011,11,28,16,55,4.107,6.341
2011,11,28,17,0,3.993,6.29
2011,11,28,17,5,3.886,6.229
2011,11,28,17,10,3.778,6.168
2011,11,28,17,15,3.73,6.140000000000001
2011,11,28,17,20,3.682,6.113
2011,11,28,17,25,3.65,6.094
2011,11,28,17,30,3.704,6.125
2011,11,28,17,35,3.829,6.195
2011,11,28,17,40,3.975,6.277
2011,11,28,17,45,4.091,6.332
2011,11,28,17,50,4.298,6.421
2011,11,28,17,55,4.483,6.5
2011,11,28,18,0,4.632,6.564
2011,11,28,18,5,4.944,6.699
2011,11,28,18,10,5.2780000000000005,6.8420000000000005
2011,11,28,18,15,5.619,6.989
2011,11,28,18,20,5.918,7.117
2011,11,28,18,25,6.146,7.214
2011,11,28,18,30,6.261,7.263
2011,11,28,18,35,6.298,7.2780000000000005
2011,11,28,18,40,6.391,7.3180000000000005
2011,11,28,18,45,6.519,7.367
2011,11,28,18,50,6.538,7.373
2011,11,28,18,55,6.503,7.361
2011,11,28,19,0,6.415,7.327
2011,11,28,19,5,6.422,7.33
2011,11,28,19,10,6.4510000000000005,7.343
2011,11,28,19,15,6.416,7.327
2011,11,28,19,20,6.339,7.2940000000000005
2011,11,28,19,25,6.098,7.19
2011,11,28,19,30,6.105,7.1930000000000005
2011,11,28,19,35,6.162,7.218
2011,11,28,19,40,6.213,7.239
2011,11,28,19,45,6.349,7.297
2011,11,28,19,50,6.5280000000000005,7.367
2011,11,28,19,55,6.752,7.4430000000000005
2011,11,28,20,0,7.073,7.553
2011,11,28,20,5,7.493,7.697
2011,11,28,20,10,7.806,7.803
2011,11,28,20,15,8.172,7.928
2011,11,28,20,20,8.503,8.041
2011,11,28,20,25,8.78,8.136000000000001
2011,11,28,20,30,9.057,8.231
2011,11,28,20,35,9.290000000000001,8.31
2011,11,28,20,40,9.434000000000001,8.359
2011,11,28,20,45,9.542,8.395
2011,11,28,20,50,9.676,8.441
2011,11,28,20,55,9.783,8.478
2011,11,28,21,0,9.766,8.472
2011,11,28,21,5,9.626,8.423
2011,11,28,21,10,9.495000000000001,8.377
2011,11,28,21,15,9.3,8.31
2011,11,28,21,20,9.141,8.255
2011,11,28,21,25,9.018,8.212
2011,11,28,21,30,8.858,8.158
2011,11,28,21,35,8.708,8.106
2011,11,28,21,40,8.638,8.081
2011,11,28,21,45,8.604000000000001,8.069
2011,11,28,21,50,8.471,8.023
2011,11,28,21,55,8.32,7.971
2011,11,28,22,0,8.223,7.938
2011,11,28,22,5,8.178,7.923
2011,11,28,22,10,8.251,7.947
2011,11,28,22,15,8.395,7.996
2011,11,28,22,20,8.566,8.054
2011,11,28,22,25,8.692,8.097
2011,11,28,22,30,8.837,8.145
2011,11,28,22,35,8.999,8.2
2011,11,28,22,40,9.072000000000001,8.225
2011,11,28,22,45,9.011000000000001,8.203
2011,11,28,22,50,8.977,8.191
2011,11,28,22,55,8.998,8.197000000000001
2011,11,28,23,0,8.956,8.182
2011,11,28,23,5,8.851,8.145
2011,11,28,23,10,8.826,8.136000000000001
2011,11,28,23,15,8.836,8.139
2011,11,28,23,20,8.872,8.152000000000001
2011,11,28,23,25,8.961,8.182
2011,11,28,23,30,9.186,8.258000000000001
2011,11,28,23,35,9.196,8.261000000000001
2011,11,28,23,40,9.045,8.21
2011,11,28,23,45,8.948,8.176
2011,11,28,23,50,8.914,8.164
2011,11,28,23,55,8.665000000000001,8.078
2011,11,29,0,0,8.308,7.956
2011,11,29,0,5,8.067,7.8740000000000006
2011,11,29,0,10,8.086,7.88
2011,11,29,0,15,8.042,7.865
2011,11,29,0,20,7.675,7.74
2011,11,29,0,25,7.13,7.553
2011,11,29,0,30,6.595,7.37
2011,11,29,0,35,6.3020000000000005,7.257000000000001
